iter	Passed	Remaining
440	1280	1622
441	1282	1619
442	1285	1615
443	1287	1612
444	1290	1609
445	1293	1606
446	1295	1603
447	1298	1599
448	1301	1596
449	1303	1593
450	1306	1590
451	1308	1586
452	1311	1583
453	1313	1580
454	1316	1576
455	1318	1573
456	1321	1570
457	1324	1567
458	1327	1564
459	1329	1561
460	1332	1557
461	1334	1554
462	1337	1551
463	1340	1548
464	1342	1544
465	1345	1541
466	1347	1538
467	1350	1534
468	1352	1531
469	1355	1528
470	1358	1525
471	1360	1522
472	1363	1518
473	1365	1515
474	1368	1512
475	1371	1509
476	1373	1506
477	1376	1502
478	1378	1499
479	1380	1495
480	1383	1492
481	1385	1489
482	1388	1486
483	1390	1482
484	1393	1479
485	1395	1476
486	1398	1473
487	1401	1470
488	1404	1467
489	1407	1464
490	1409	1461
491	1412	1458
492	1415	1455
493	1419	1453
494	1422	1450
495	1424	1447
496	1427	1444
497	1430	1441
498	1432	1438
499	1436	1436
500	1438	1432
501	1441	1430
502	1444	1427
503	1447	1424
504	1450	1421
505	1453	1418
506	1455	1415
507	1458	1412
508	1460	1409
509	1463	1406
510	1465	1402
511	1468	1399
512	1470	1396
513	1473	1393
514	1475	1389
515	1478	1386
516	1481	1383
517	1483	1380
518	1485	1377
519	1488	1373
520	1490	1370
521	1493	1367
522	1495	1364
523	1498	1361
524	1500	1357
525	1503	1354
526	1505	1351
527	1508	1348
528	1510	1345
529	1513	1342
530	1515	1338
531	1518	1335
532	1520	1332
533	1522	1328
534	1525	1325
535	1528	1322
536	1530	1319
537	1532	1316
538	1534	1312
539	1537	1309
540	1539	1306
541	1542	1303
542	1545	1300
543	1548	1297
544	1550	1294
545	1553	1291
546	1555	1288
547	1558	1285
548	1560	1282
549	1563	1279
550	1565	1275
551	1568	1272
552	1570	1269
553	1573	1266
554	1575	1263
555	1579	1261
556	1582	1258
557	1584	1255
558	1587	1252
559	1590	1249
560	1593	1246
561	1595	1243
562	1598	1240
563	1600	1237
564	1603	1234
565	1606	1231
566	1610	1229
567	1626	1236
568	1634	1238
569	1642	1239
570	1651	1240
571	1653	1237
572	1656	1234
573	1658	1231
574	1661	1228
575	1664	1224
576	1666	1221
577	1668	1218
578	1671	1215
579	1674	1212
580	1676	1209
581	1679	1205
582	1681	1202
583	1683	1199
584	1686	1196
585	1688	1193
586	1691	1190
587	1694	1187
588	1696	1183
589	1699	1180
590	1701	1177
591	1704	1174
592	1706	1171
593	1709	1168
594	1711	1165
595	1714	1161
596	1716	1158
597	1719	1155
598	1722	1152
599	1724	1149
600	1726	1146
601	1729	1143
602	1731	1140
603	1734	1137
604	1737	1134
605	1739	1130
606	1742	1127
607	1744	1124
608	1746	1121
609	1749	1118
610	1751	1115
611	1754	1112
612	1757	1109
613	1759	1106
614	1762	1103
615	1764	1100
616	1767	1097
617	1769	1093
618	1772	1090
619	1774	1087
620	1776	1084
621	1779	1081
622	1781	1078
623	1784	1075
624	1787	1072
625	1789	1069
626	1792	1066
627	1794	1063
628	1797	1060
629	1800	1057
630	1803	1054
631	1806	1051
632	1809	1048
633	1811	1045
634	1814	1043
635	1817	1040
636	1820	1037
637	1823	1034
638	1825	1031
639	1828	1028
640	1831	1025
641	1834	1023
642	1837	1020
643	1839	1017
644	1842	1014
645	1846	1011
646	1849	1009
647	1852	1006
648	1855	1003
649	1858	1000
650	1861	997
651	1865	995
652	1869	993
653	1874	991
654	1878	989
655	1880	986
656	1883	983
657	1886	980
658	1889	977
659	1892	974
660	1894	971
661	1897	968
662	1899	965
663	1902	962
664	1904	959
665	1907	956
666	1910	953
667	1913	950
668	1915	947
669	1918	944
670	1920	941
671	1923	938
672	1926	935
673	1928	932
674	1931	929
675	1933	926
676	1936	923
677	1938	920
678	1941	917
679	1944	915
680	1946	911
681	1949	909
682	1951	905
683	1954	903
684	1957	900
685	1959	897
686	1962	894
687	1965	891
688	1967	888
689	1970	885
690	1972	882
691	1975	879
692	1978	876
693	1981	873
694	1984	870
695	1986	867
696	1989	864
697	1992	862
698	1995	859
699	1998	856
700	2001	853
701	2003	850
702	2006	847
703	2009	844
704	2011	841
705	2014	838
706	2016	835
707	2019	832
708	2022	829
709	2024	827
710	2027	824
711	2029	820
712	2032	817
713	2034	815
714	2037	812
715	2040	809
716	2042	806
717	2045	803
718	2047	800
719	2050	797
720	2052	794
721	2055	791
722	2058	788
723	2060	785
724	2062	782
725	2065	779
726	2068	776
727	2071	773
728	2073	770
729	2076	767
730	2078	764
731	2081	762
732	2084	759
733	2086	756
734	2089	753
735	2091	750
736	2093	747
737	2096	744
738	2099	741
739	2101	738
740	2104	735
741	2106	732
742	2109	729
743	2111	726
744	2114	723
745	2116	720
746	2119	717
747	2122	714
748	2124	711
749	2127	709
750	2129	706
751	2132	703
752	2135	700
753	2138	697
754	2140	694
755	2143	691
756	2146	689
757	2149	686
758	2151	683
759	2154	680
760	2156	677
761	2159	674
762	2162	671
763	2164	668
764	2167	665
765	2170	662
766	2172	660
767	2175	657
768	2178	654
769	2180	651
770	2184	648
771	2187	645
772	2189	643
773	2192	640
774	2195	637
775	2198	634
776	2200	631
777	2203	628
778	2205	625
779	2208	622
780	2211	620
781	2213	617
782	2216	614
783	2218	611
784	2221	608
785	2223	605
786	2226	602
787	2230	600
788	2233	597
789	2236	594
790	2239	591
791	2244	589
792	2247	586
793	2249	583
794	2252	580
795	2255	578
796	2259	575
797	2261	572
798	2264	569
799	2267	566
800	2270	563
801	2273	561
802	2275	558
803	2278	555
804	2280	552
805	2283	549
806	2285	546
807	2288	543
808	2290	540
809	2293	537
810	2295	535
811	2298	532
812	2300	529
813	2303	526
814	2305	523
815	2308	520
816	2310	517
817	2313	514
818	2315	511
819	2318	508
820	2321	506
821	2324	503
822	2326	500
823	2328	497
824	2331	494
825	2333	491
826	2336	488
827	2339	485
828	2341	482
829	2343	480
830	2346	477
831	2348	474
832	2351	471
833	2353	468
834	2356	465
835	2358	462
836	2361	459
837	2364	457
838	2366	454
839	2369	451
840	2371	448
841	2375	445
842	2378	442
843	2402	443
844	2408	441
845	2416	439
846	2420	437
847	2422	434
848	2425	431
849	2427	428
850	2430	425
851	2433	422
852	2436	419
853	2438	416
854	2441	413
855	2443	411
856	2446	408
857	2449	405
858	2451	402
859	2454	399
860	2456	396
861	2459	393
862	2462	390
863	2464	387
864	2467	385
865	2469	382
866	2472	379
867	2475	376
868	2478	373
869	2481	370
870	2483	367
871	2486	364
872	2488	362
873	2491	359
874	2494	356
875	2496	353
876	2499	350
877	2501	347
878	2504	344
879	2506	341
880	2509	339
881	2513	336
882	2515	333
883	2518	330
884	2520	327
885	2523	324
886	2526	321
887	2528	318
888	2531	316
889	2533	313
890	2536	310
891	2538	307
892	2541	304
893	2544	301
894	2547	298
895	2549	295
896	2552	293
897	2555	290
898	2558	287
899	2560	284
900	2563	281
901	2566	278
902	2570	276
903	2574	273
904	2577	270
905	2579	267
906	2582	264
907	2584	261
908	2587	259
909	2590	256
910	2593	253
911	2596	250
912	2598	247
913	2601	244
914	2604	241
915	2607	239
916	2609	236
917	2612	233
918	2615	230
919	2617	227
920	2620	224
921	2623	221
922	2626	219
923	2628	216
924	2631	213
925	2633	210
926	2636	207
927	2639	204
928	2642	201
929	2645	199
930	2647	196
931	2650	193
932	2652	190
933	2655	187
934	2657	184
935	2660	181
936	2662	179
937	2665	176
938	2667	173
939	2670	170
940	2673	167
941	2675	164
942	2677	161
943	2680	158
944	2682	156
945	2685	153
946	2687	150
947	2690	147
948	2692	144
949	2695	141
950	2697	139
951	2700	136
952	2703	133
953	2705	130
954	2708	127
955	2710	124
956	2712	121
957	2715	119
958	2718	116
959	2720	113
960	2722	110
961	2725	107
962	2727	104
963	2730	101
964	2732	99
965	2734	96
966	2737	93
967	2739	90
968	2741	87
969	2744	84
970	2746	82
971	2749	79
972	2752	76
973	2754	73
974	2757	70
975	2759	67
976	2763	65
977	2766	62
978	2769	59
979	2771	56
980	2774	53
981	2776	50
982	2779	48
983	2782	45
984	2784	42
985	2787	39
986	2789	36
987	2792	33
988	2795	31
989	2798	28
990	2800	25
991	2803	22
992	2805	19
993	2808	16
994	2810	14
995	2813	11
996	2816	8
997	2818	5
998	2820	2
999	2824	0
