iter	Logloss
0	0.6834783523
1	0.6730819072
2	0.6631534897
3	0.6540935621
4	0.6445090243
5	0.6362465167
6	0.6263507429
7	0.6170914298
8	0.6069219615
9	0.5984549414
10	0.5899878481
11	0.5810772963
12	0.5735392282
13	0.5660817027
14	0.55812377
15	0.5496496465
16	0.5422144441
17	0.534506647
18	0.5271242965
19	0.5200961961
20	0.5143601131
21	0.5075324389
22	0.4999120025
23	0.4947360876
24	0.4881665605
25	0.4814686705
26	0.4755658216
27	0.4696924906
28	0.4638893024
29	0.4570194308
30	0.4506216551
31	0.4455771401
32	0.4409063342
33	0.4362538597
34	0.4300813991
35	0.4242890992
36	0.4194181781
37	0.4142635416
38	0.4084233593
39	0.4036928745
40	0.3992512218
41	0.393915834
42	0.3886714578
43	0.3843623987
44	0.3799841325
45	0.37529112
46	0.370601438
47	0.3657193514
48	0.3610311932
49	0.3569879701
50	0.3528640796
51	0.3489194986
52	0.345312353
53	0.3411969445
54	0.3378856063
55	0.334008863
56	0.329937521
57	0.3269163907
58	0.3230536193
59	0.3188343091
60	0.3148114825
61	0.3113139622
62	0.3072287606
63	0.3035799302
64	0.3005211179
65	0.2973665288
66	0.2940843327
67	0.2906894382
68	0.2874516567
69	0.2842847157
70	0.2813028161
71	0.278388902
72	0.2752508363
73	0.2725130873
74	0.2695408546
75	0.2664616967
76	0.2635122797
77	0.2606236436
78	0.2576888033
79	0.2553687465
80	0.2522014074
81	0.2492895221
82	0.2464279078
83	0.2439273113
84	0.2414072367
85	0.2387189686
86	0.236310949
87	0.2338433633
88	0.2311916636
89	0.2292040816
90	0.2270742679
91	0.2255768702
92	0.2233931201
93	0.2210228961
94	0.2187289402
95	0.2165535252
96	0.2146327938
97	0.2128008526
98	0.2107372098
99	0.2091870215
100	0.2073191826
101	0.2051643919
102	0.2036312688
103	0.2017950754
104	0.2001234299
105	0.1982622014
106	0.1958240491
107	0.1939035276
108	0.1920875005
109	0.1903897053
110	0.1887840513
111	0.1867467328
112	0.1853549327
113	0.1837354616
114	0.1819091104
115	0.1804346485
116	0.1786380605
117	0.1769516567
118	0.1752159151
119	0.1740292057
120	0.1725242706
121	0.1709652402
122	0.1696476401
123	0.1682166237
124	0.1669906826
125	0.1656182582
126	0.1644986746
127	0.1630996628
128	0.1617206527
129	0.1605517424
130	0.159351269
131	0.1582062403
132	0.1571197003
133	0.1557577458
134	0.154612043
135	0.1534364228
136	0.1521906274
137	0.1510852148
138	0.149823533
139	0.1483460316
140	0.1468909396
141	0.1460137105
142	0.1449665949
143	0.1440683799
144	0.1428979812
145	0.1415681045
146	0.1403932482
147	0.1395686617
148	0.1385702799
149	0.1377993635
150	0.136691365
151	0.1357406043
152	0.1347431101
153	0.1337565069
154	0.1324988431
155	0.1315121521
156	0.1306660635
157	0.1297621356
158	0.1290526824
159	0.1281957188
160	0.1271254038
161	0.126044285
162	0.1253613279
163	0.1243305778
164	0.1234635751
165	0.1228021749
166	0.1218638517
167	0.1206886357
168	0.1197017881
169	0.1189672762
170	0.1181911019
171	0.1173154172
172	0.1166478502
173	0.1159109235
174	0.1150544951
175	0.1143593727
176	0.1135111521
177	0.1125579416
178	0.1120627907
179	0.1113674967
180	0.1107948931
181	0.1102219102
182	0.1095962554
183	0.1087176443
184	0.1078518611
185	0.1072671756
186	0.106418252
187	0.105829669
188	0.1050162868
189	0.104327644
190	0.1038661086
191	0.1033383236
192	0.1028277817
193	0.1022734872
194	0.101693441
195	0.1010924464
196	0.1003046044
197	0.0998884289
198	0.09937448947
199	0.09875949519
200	0.0982761939
201	0.09785137801
202	0.09726318363
203	0.09676996556
204	0.09624839192
205	0.09581096741
206	0.09509190608
207	0.09465526405
208	0.09426199242
209	0.09366377726
210	0.09312866151
211	0.09262079675
212	0.09218722287
213	0.09165926872
214	0.09111816406
215	0.0907168323
216	0.09013979333
217	0.08970963379
218	0.08932130345
219	0.08881557961
220	0.08839628922
221	0.08793068869
222	0.08747415537
223	0.08714228072
224	0.08679320996
225	0.0862418659
226	0.0857317709
227	0.08510819908
228	0.08449781919
229	0.08400383254
230	0.08341405366
231	0.08314273415
232	0.08251239087
233	0.08204029814
234	0.08161741891
235	0.08102279139
236	0.08073999804
237	0.0802658802
238	0.07988036632
239	0.07947613126
240	0.07918294357
241	0.0787902706
242	0.07852774575
243	0.07821054039
244	0.07769899277
245	0.07731227348
246	0.07693951865
247	0.07657313312
248	0.07596546991
249	0.0755961434
250	0.07534065158
251	0.07494693323
252	0.07452448972
253	0.07424719254
254	0.07393998129
255	0.07354668441
256	0.0732034413
257	0.07283734319
258	0.07244215013
259	0.0722128865
260	0.07183026866
261	0.07154291766
262	0.07121117374
263	0.07106085818
264	0.07085494885
265	0.07038480923
266	0.06999335853
267	0.06964152327
268	0.06935224162
269	0.06905993797
270	0.06869005035
271	0.06840181534
272	0.0682614962
273	0.06795801368
274	0.06766780132
275	0.06725807018
276	0.06703463718
277	0.06660351755
278	0.06621968184
279	0.06585750959
280	0.06560580885
281	0.06534267331
282	0.06506333154
283	0.06466524046
284	0.06425928352
285	0.0639624177
286	0.06375105053
287	0.06349522848
288	0.06310482661
289	0.06276450331
290	0.06250815467
291	0.06229730497
292	0.06202775101
293	0.06164679744
294	0.06144383818
295	0.06108564512
296	0.06086237415
297	0.06058294206
298	0.06035182513
299	0.05998230478
300	0.05972341809
301	0.0594148218
302	0.05926212694
303	0.05904863228
304	0.05879618911
305	0.05843869644
306	0.05820637281
307	0.05793956406
308	0.05760685664
309	0.05740856744
310	0.05718173508
311	0.0569605501
312	0.05673524718
313	0.05649836118
314	0.05627693487
315	0.0560538227
316	0.05584612712
317	0.05565953034
318	0.05543291032
319	0.05517785413
320	0.05484997615
321	0.05471636749
322	0.05454129937
323	0.05432364125
324	0.05414632975
325	0.05393070536
326	0.05378012431
327	0.05353127981
328	0.05335725729
329	0.05318806891
330	0.05285297569
331	0.05266314022
332	0.05239897096
333	0.05222917847
334	0.05203144571
335	0.05185264891
336	0.05170132818
337	0.05152841965
338	0.05128077272
339	0.05105086313
340	0.0508553483
341	0.0506303913
342	0.05045648554
343	0.05014684038
344	0.04995222038
345	0.04978276159
346	0.04954462059
347	0.04933440167
348	0.04919882165
349	0.0489893224
350	0.04878466934
351	0.04857913667
352	0.04840612587
353	0.04827022112
354	0.04805800364
355	0.0478780254
356	0.04769343157
357	0.04752104072
358	0.04739257526
359	0.04721537702
360	0.0470194085
361	0.04680077586
362	0.04665874175
363	0.0464909728
364	0.04630730376
365	0.0461067697
366	0.04581867442
367	0.04566780806
368	0.04556450861
369	0.04536905063
370	0.04515284186
371	0.04498637006
372	0.04480730132
373	0.04469919976
374	0.04451732669
375	0.04437748743
376	0.04425082165
377	0.04406527643
378	0.04392891015
379	0.04373663351
380	0.04352457176
381	0.04340263363
382	0.04326767486
383	0.04309700518
384	0.04293957672
385	0.04272373173
386	0.04254008931
387	0.04237430404
388	0.04223756676
389	0.0421195678
390	0.04197712153
391	0.04186917643
392	0.04171757486
393	0.04158609876
394	0.04141186474
395	0.04127650399
396	0.0411430965
397	0.04097940742
398	0.0408753833
399	0.04066817859
400	0.04054997134
401	0.04042008216
402	0.04027954488
403	0.04011985157
404	0.03996974532
405	0.03983181183
406	0.03974775321
407	0.03955811177
408	0.03942993799
409	0.0392807856
410	0.03920013438
411	0.03903447495
412	0.03892890463
413	0.03879628425
414	0.03867577927
415	0.03858848692
416	0.0385003546
417	0.03837091524
418	0.03826130261
419	0.03812942575
420	0.03793938219
421	0.03782031815
422	0.03769533179
423	0.0375587248
424	0.03744865546
425	0.0373197541
426	0.03721900591
427	0.03709827195
428	0.03697321589
429	0.03687749081
430	0.03673056584
431	0.03662215411
432	0.03647542698
433	0.0363176454
434	0.03618850298
435	0.03604862975
436	0.0359278153
437	0.03581965584
438	0.03569709775
439	0.03551492913
440	0.03542001433
441	0.03533381399
442	0.03525367207
443	0.03514629832
444	0.03501495616
445	0.0348548944
446	0.03471762628
447	0.03458500141
448	0.03451042612
449	0.03439711699
450	0.03429122462
451	0.03418981701
452	0.03406048789
453	0.03395602395
454	0.03385832785
455	0.03375664981
456	0.0336149279
457	0.03349636873
458	0.03341304979
459	0.03331775977
460	0.03321357866
461	0.03308157371
462	0.03295808615
463	0.03285962895
464	0.03278960628
465	0.03273005199
466	0.03260299497
467	0.03254692556
468	0.03243866529
469	0.03236165329
470	0.03225062462
471	0.03211921922
472	0.03203929615
473	0.03196355648
474	0.03190220526
475	0.03179638447
476	0.03170580819
477	0.03161701101
478	0.03154309053
479	0.03144237568
480	0.03132445944
481	0.03123802876
482	0.03113117438
483	0.03106175695
484	0.0309795092
485	0.03086533236
486	0.03076797065
487	0.03067611355
488	0.03057748304
489	0.03049934825
490	0.03042665461
491	0.03035104694
492	0.03024255292
493	0.03016257222
494	0.03010057255
495	0.03003908909
496	0.02993333607
497	0.0298327992
498	0.02970726493
499	0.02959940691
500	0.02948510644
501	0.02942033493
502	0.02935984764
503	0.02923491903
504	0.02911528014
505	0.02906427666
506	0.02899039779
507	0.02890979917
508	0.02884523609
509	0.02874609956
510	0.02868397259
511	0.02858664687
512	0.0284966094
513	0.02839452665
514	0.0283050682
515	0.02821461452
516	0.0281305671
517	0.02804686355
518	0.02796941126
519	0.02786452814
520	0.02779374338
521	0.02772041023
522	0.02762105478
523	0.02754022432
524	0.0274649699
525	0.02739970122
526	0.02734144859
527	0.027251447
528	0.02713374386
529	0.02703316025
530	0.02693818213
531	0.02689335505
532	0.02682519236
533	0.02675116694
534	0.02667649853
535	0.0265867728
536	0.02651071559
537	0.02642083067
538	0.02635700787
539	0.02630707402
540	0.02622452404
541	0.02616727536
542	0.02608455581
543	0.02599547114
544	0.02590363858
545	0.02582765773
546	0.02578624148
547	0.02571646631
548	0.02564495978
549	0.02557955998
550	0.02551606389
551	0.02546403526
552	0.02540143449
553	0.02536477912
554	0.02529074053
555	0.02523889076
556	0.02517484973
557	0.02511820436
558	0.02505841351
559	0.02496655179
560	0.02488800403
561	0.02481666446
562	0.02474537195
563	0.02468898328
564	0.02462188596
565	0.02456550471
566	0.02447479989
567	0.02439172024
568	0.02431220932
569	0.0242406521
570	0.02415317314
571	0.02407475301
572	0.02400331152
573	0.02394487269
574	0.0238415118
575	0.02373296731
576	0.02367994227
577	0.023631109
578	0.02356456527
579	0.02350107552
580	0.02345636864
581	0.02341036225
582	0.02336450999
583	0.02330857283
584	0.02323654752
585	0.02317955339
586	0.02312630571
587	0.0230775811
588	0.02299834011
589	0.02293341274
590	0.0228828781
591	0.02281067733
592	0.02274751154
593	0.02269319345
594	0.02260977723
595	0.02257093663
596	0.0225117538
597	0.02244877777
598	0.02239072611
599	0.02232545475
600	0.02227838752
601	0.02222809111
602	0.02217345408
603	0.0221203699
604	0.02206798504
605	0.022027749
606	0.02199792945
607	0.02193274768
608	0.02186512641
609	0.02181864012
610	0.02175812512
611	0.02166775786
612	0.02161829181
613	0.02156430965
614	0.02152316622
615	0.02148291258
616	0.02143234973
617	0.02138362626
618	0.02132641951
619	0.02127612014
620	0.02121579723
621	0.02119179201
622	0.02113058789
623	0.02106940498
624	0.02097783047
625	0.02090636112
626	0.02085153692
627	0.02079168473
628	0.02074576815
629	0.02069244904
630	0.02064940902
631	0.0206092542
632	0.02055308946
633	0.02048371039
634	0.02045386299
635	0.02039667123
636	0.02035757143
637	0.02030329856
638	0.02023726661
639	0.0201964478
640	0.02014143271
641	0.02010077089
642	0.02007179679
643	0.02001972877
644	0.01995824999
645	0.01990273848
646	0.01985703258
647	0.01979283603
648	0.01976087179
649	0.01971655463
650	0.01966351485
651	0.01961449476
652	0.01959132287
653	0.01953217332
654	0.01948492017
655	0.01943330834
656	0.0194168459
657	0.0193751847
658	0.01933256389
659	0.01928188063
660	0.01923827866
661	0.01920450109
662	0.01914939956
663	0.01911458923
664	0.01906046793
665	0.01901083066
666	0.01898317489
667	0.01893984007
668	0.01890626985
669	0.01886697155
670	0.01882513282
671	0.01878000818
672	0.01874720043
673	0.0186978209
674	0.01866224248
675	0.01862695707
676	0.01858827009
677	0.01855535119
678	0.01850056578
679	0.01844385966
680	0.01839538442
681	0.01833754616
682	0.01829270259
683	0.01825090618
684	0.01819624401
685	0.01814246176
686	0.01809192234
687	0.01805195005
688	0.01799696694
689	0.01793625864
690	0.01788625142
691	0.01784889416
692	0.01780973188
693	0.01778357752
694	0.01775258968
695	0.01771548161
696	0.01768786958
697	0.01765106887
698	0.01759919338
699	0.01754691302
700	0.01750916784
701	0.01747120647
702	0.01743616382
703	0.0173718471
704	0.01733731384
705	0.01730710998
706	0.0172715611
707	0.01724610371
708	0.01719931208
709	0.01716408606
710	0.01712480848
711	0.01707310544
712	0.01703614617
713	0.01700867024
714	0.0169700272
715	0.01694476894
716	0.01690945364
717	0.01687368228
718	0.01683813777
719	0.01679505624
720	0.01675582366
721	0.01670457785
722	0.01666917933
723	0.01663633082
724	0.01662381747
725	0.01659497021
726	0.01655279127
727	0.01650828598
