iter	Logloss
728	0.0164750974
729	0.0164329937
730	0.01640757978
731	0.01636220057
732	0.01632837176
733	0.01629430595
734	0.01624665885
735	0.01622208051
736	0.01619578734
737	0.01614938238
738	0.0161227289
739	0.01609440418
740	0.01605889572
741	0.01603310863
742	0.01600082089
743	0.01594715363
744	0.01590938262
745	0.01587743742
746	0.01584295526
747	0.01580781621
748	0.01577376309
749	0.01573291965
750	0.01569737357
751	0.01565840142
752	0.01563479654
753	0.01560135907
754	0.01556940276
755	0.01554742434
756	0.01552503126
757	0.01550246278
758	0.01544957588
759	0.0154285465
760	0.0154015276
761	0.01537124105
762	0.0153440914
763	0.01529830039
764	0.01526082562
765	0.01523213659
766	0.01519625836
767	0.0151544508
768	0.0151270637
769	0.01509073772
770	0.01505406043
771	0.01503218731
772	0.01498775748
773	0.01496531495
774	0.01494448909
775	0.01492332728
776	0.01489727688
777	0.01486002193
778	0.01482162745
779	0.01479470488
780	0.01476569285
781	0.01473937099
782	0.01471190149
783	0.01467174301
784	0.01464247889
785	0.01461472016
786	0.01458858987
787	0.01456568344
788	0.01453767976
789	0.01449803657
790	0.01447464836
791	0.01445512611
792	0.01441520002
793	0.01440145002
794	0.01437435034
795	0.01432359858
796	0.01428237161
797	0.01425526689
798	0.01422818811
799	0.01418965214
800	0.01416676773
801	0.0141326175
802	0.01410925838
803	0.01407626854
804	0.01405152717
805	0.01401748697
806	0.01398494748
807	0.01395775187
808	0.01393847995
809	0.01390978303
810	0.01389830489
811	0.01388341414
812	0.0138530303
813	0.01382679787
814	0.01379800484
815	0.0137746476
816	0.01374423836
817	0.01371157896
818	0.01367174603
819	0.01364486853
820	0.0136062679
821	0.01357690345
822	0.01355255854
823	0.01352693445
824	0.013512012
825	0.01347996691
826	0.01344735221
827	0.01342589588
828	0.01339286244
829	0.01337118091
830	0.01335469049
831	0.01333441807
832	0.01330515144
833	0.01327794505
834	0.0132522696
835	0.013220446
836	0.01319772944
837	0.01316394305
838	0.01313130167
839	0.01309813569
840	0.01306914589
841	0.01303928947
842	0.01301308657
843	0.01299344898
844	0.01296715487
845	0.0129485546
846	0.01291836362
847	0.01289848164
848	0.01287245562
849	0.01284311016
850	0.01282837891
851	0.01280096384
852	0.01278090184
853	0.01275285227
854	0.01272963761
855	0.01270583856
856	0.01267639919
857	0.01265747132
858	0.0126394043
859	0.01261982182
860	0.01259827397
861	0.01257385406
862	0.01254441499
863	0.01252087578
864	0.01248970074
865	0.0124590542
866	0.01243499895
867	0.01241428306
868	0.01239688765
869	0.01236730551
870	0.01234458848
871	0.0123211244
872	0.01229589547
873	0.01228111713
874	0.01224941069
875	0.01222174049
876	0.01218958751
877	0.01216324365
878	0.01213999853
879	0.01211268804
880	0.01209095688
881	0.01204927456
882	0.01203907732
883	0.01201966207
884	0.01199330068
885	0.0119719474
886	0.01194319643
887	0.01190323652
888	0.01187734932
889	0.01185147452
890	0.01182959587
891	0.01181018146
892	0.0117936535
893	0.01177099477
894	0.01175080871
895	0.01172189186
896	0.01170090836
897	0.01168217556
898	0.01166367251
899	0.0116454749
900	0.01162459609
901	0.01161993747
902	0.01158742283
903	0.01156687726
904	0.01154361838
905	0.01152027817
906	0.0114991466
907	0.01148302191
908	0.01145828161
909	0.01142886812
910	0.01140227655
911	0.01138173279
912	0.01136229593
913	0.01133496449
914	0.01131828311
915	0.01130729543
916	0.01128573795
917	0.01126077287
918	0.01123423696
919	0.01121423475
920	0.01119883998
921	0.0111793104
922	0.01114700487
923	0.0111270947
924	0.01110490306
925	0.01108333333
926	0.01106109798
927	0.01104507521
928	0.01102481892
929	0.01100505989
930	0.01097155805
931	0.01095407073
932	0.01093818521
933	0.0109192349
934	0.0108834249
935	0.01086928266
936	0.0108555543
937	0.01084125133
938	0.01082901707
939	0.01081302461
940	0.01079803641
941	0.01077877972
942	0.01075870427
943	0.01073412097
944	0.01073147879
945	0.0107089883
946	0.0107000509
947	0.01068027546
948	0.01065970558
949	0.01064380963
950	0.01062060381
951	0.01059550138
952	0.01057384222
953	0.01055287526
954	0.01053204487
955	0.01051104198
956	0.01049475747
957	0.01047656581
958	0.01046565749
959	0.01044381995
960	0.0104411568
961	0.01042632526
962	0.01039873513
963	0.01036707525
964	0.01035802006
965	0.01033265745
966	0.01031032725
967	0.01029277073
968	0.01027172245
969	0.01025431882
970	0.01025272963
971	0.01023533674
972	0.01021951448
973	0.01019700967
974	0.01017619847
975	0.01015785405
976	0.01013464651
977	0.01011057355
978	0.01009385141
979	0.01006815546
980	0.0100482468
981	0.01003158881
982	0.0100141089
983	0.009995790799
984	0.00997209592
985	0.009951737336
986	0.009932758028
987	0.009917639639
988	0.009898944174
989	0.009879961037
990	0.009865928414
991	0.009850067727
992	0.009837025051
993	0.009814311417
994	0.009787799637
995	0.00977336422
996	0.009758622548
997	0.009739601739
998	0.009723205361
999	0.009708187687
